"position_id";"name";"number";"unit";"lot_id";"tender_id";"isDeleted";"cost";"costPerUnit";"applyingAddress"
"2303882";"Картридж SAMSUNG ML-1210D3 Тонер-картридж для ML-1210 / 1250 / 1430*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303883";"Картридж HP Q5949A к LJ 1320 / 1160*  ";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303884";"Картридж HP C7115A  к LJ 1200/ 1220/ 1000*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303885";"Картридж HP Q2613A  к LaserJet 1300 *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303886";"Картридж HP Q7553A  для LaserJet P2015, 3000 стр.*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303887";"Картридж HP CB436A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303888";"Тонер-картридж HP Q7551A*  ";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303889";"Чёрный картридж НР Q7516A  для HP LaserJet 5200*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303890";"Чёрный картридж HP CB390A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303891";"Голубой картридж HP CB381A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303892";"Жёлтый картридж HP CB382A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303893";"Пурпурный картридж HP CB383A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303894";"Чёрный барабан передачи изображений НР CB384A для HP Color LaserJet 6040*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303895";"Голубой барабан передачи изображений HP  CB385A для HP Color LaserJet 6040*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303896";"Жёлтый барабан передачи изображений HP CB386A для HP Color LaserJet 6040*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303897";"Пурпурный барабан передачи изображений НР CB387A  для HP Color LaserJet 6040*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303898";"Комплект закрепления HP Color LaserJet CB458A 220 В (CB458A)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303899";"Комплект для переноса изображения HP Color LaserJet CB463A (CB463A)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303900";"Комплект  HP Color LaserJet CB459A (CB459A)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303901";"Комплект  АПД HP Color LaserJet CE487A (CE487A)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303902";"Чёрный картридж HP CC530A с тонером ColorSphere для принтеров HP Color LaserJet*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303903";"Голубой картридж HP Color LaserJet CC531A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303904";"Жёлтый картридж HP Color LaserJet CC532A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303905";"Пурпурный картридж HP Color LaserJet CC533A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303906";"Чёрный картридж HP Q3960A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303907";"Голубой картридж HP Q3971A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303908";"Жёлтый картридж  HP Q3972A*  ";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303909";"Пурпурный картридж  HP Q3973A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303910";"Чёрный картридж  HP C9720A для Color LaserJet 4600 *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303911";"Синий картридж  HP C9721A  для Color LaserJet 4600*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303912";"Жёлтый картридж  HP C9722A  для Color LaserJet 4600 *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303913";"Красный картридж  HP C9723A  для Color LaserJet 4600 *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303914";"Картридж HP (C8765HE) черный №131*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303915";"Картридж HP (C8766HE) цветной №135*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303916";"Комплект Картриджей Epson MulitPack к R200 / R300 / RX500 / RX600 (B, C, M, Y, LC, LM)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303917";"Картридж CANON EP-27 (LBP-3200/MF-3110) *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303918";"Картридж Canon PGI-35 Black*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303919";"Картридж Canon CLI-36 Color*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303920";"Комплект Картриджей CANON &#150; 5 раздельных чернильниц (PGI-5BK, CLI-8BK, CLI-8C, CLI-8M, CLI-8Y)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303921";"Тонер 1270D для Lanier LD 015 (Ricoh Aficio 1515 type)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303922";"Барабан RICOH Aficio 1515/MP161 PhotoCond Unit (Type 1515)*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303923";"Тонер-картридж PANASONIC KX-FAT88*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303924";"Оптический блок PANASONIC KX-FAD89A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303925";"Тонер-картридж PANASONIC KX-FA83A*";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303926";"Оптический блок PANASONIC  KX-FA84A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303927";"Тонер-картридж PANASONIC KX-FA76A *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2303928";"Оптический блок PANASONIC  KX-FA78A  *";"0";;"8490542";"7280680";"0";NULL;NULL;NULL
"2326060";"Раздел 1. Цоколь";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326061";"Разборка облицовки";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326062";"Разборка кирпичных стен";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326063";"Заделка трещин в кирпичных стенах цементным раствором";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326064";"Ремонт стен из сплошных шлакобетонных камней";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326065";"Раздел 2. Отмостка";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326066";"Разборка покрытий и оснований асфальтобетонных с помощью молотков отбойных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326067";"Устройство подстилающих слоев щебеночных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326068";"Устройство бетонной подготовки";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326069";"Раздел 3. Отделочные работы";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326070";"Отбивка штукатурки с поверхностей стен и потолков кирпичных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326071";"Ремонт штукатурки гладких фасадов по камню и бетону с земли и лесов сухой штукатурной смесью площадью отдельных мест более 5 м2 толщиной слоя до 20 мм";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326072";"Заделка трещин в кирпичных стенах цементным раствором";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326073";"Ремонт штукатурки фасадов сухой растворной смесью на клеевом связующем для выравнивания стен";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326074";"Ремонт штукатурки наружных прямолинейных откосов по камню и бетону сухой штукатурной смесью на клеевом связующем для выравнивания  с земли и лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326075";"Протравка цементной штукатурки нейтрализующим раствором";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326076";"Шпатлевка ранее окрашенных фасадов под окраску перхлорвиниловыми красками простых с земли и лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326077";"Огрунтовка ранее окрашенных фасадов под окраску перхлорвиниловыми красками простых с земли и лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326078";"Окраска перхлорвиниловыми красками по подготовленной поверхности фасадов простых за 2 раза с земли и лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326079";"Раздел 4. Кровля";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326080";"Демонтаж карнизов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326081";"Устройство карнизов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326082";"Окраска фасадов с лесов с подготовкой поверхности поливинилацетатная.";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326083";"Демонтаж  фронтонов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326084";"Устройство фронтонов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326085";"Ремонт отдельных мест покрытия из асбоцементных листов обыкновенного профиля";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326086";"Устройство желобов подвесных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326087";"Устройство обделок на фасадах (наружные подоконники, пояски, балконы и др.) включая водосточные трубы, с изготовлением элементов труб";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326088";"Раздел 5. Козырьки";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326089";"Разборка бетонных конструкций объемом более 1 м3 при помощи отбойных молотков";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326090";"Монтаж связей и распорок из уголков, гнутосварных профилей для пролетов до 24 м при высоте здания до 25 м";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326091";"Установка закладных деталей весом до 4 кг";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326092";"Сверление кольцевыми алмазными сверлами в железобетонных конструкциях с применением охлаждающей жидкости (воды) горизонтальных отверстий глубиной 200 мм диаметром 25 мм";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326093";"Установка анкерных болтов в готовые гнезда с заделкой длиной до 1 м";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326094";"Огрунтовка металлических поверхностей за один раз грунтовкой для защиты металлических поверхностей, подвергающихся воздействию агрессивной промышленной атмосферы, климатических факторов, повышенной температуры и влажности";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326095";"Окраска металлических огрунтованных поверхностей эмалью,";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326096";"Устройство кровель из сотового поликарбоната профиля по готовым прогонам";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326097";"Подшивка потолков досками обшивки";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326098";"Раздел 6. Тамбур";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326099";"Монтаж конструкций из герметичных стеклопакетов в алюминиевой обвязке с замком, защелкой и доводчиком";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326100";"Раздел 7. Прочие работы";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326101";"Демонтаж конструкций дверей";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326102";"Разборка порогов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326103";"Разборка покрытий и оснований асфальтобетонных с помощью молотков отбойных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326104";"Монтаж конструкций дверей металлических утепленных порошковой окраски с замком, доводчиком и защелкой";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326105";"Ремонт штукатурки откосов внутри здания по камню и сухой штукатурной смесью прямолинейных";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326106";"Покрытие поверхностей грунтовкой глубокого проникновения за 1 раз стен";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326107";"Окраска поливинилацетатными водоэмульсионными составами улучшенная по штукатурке стен";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326108";"Уплотнение грунта гравием";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326109";"Устройство стяжек цементных толщиной 50 мм";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326110";"Устройство и разборка деревянных неинвентарных лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326111";"Заделка гнезд на фасадах после разборки лесов";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326112";"Мусор строительный с погрузкой вручную: погрузка";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2326113";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 10 км; нормативное время пробега 1,052 час; класс груза 1";"0";;"8504330";"7294110";"0";NULL;NULL;NULL
"2327123";"Раздел 1. Вертикальная планировка";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327124";"Разработка грунта с перемещением до 50 м бульдозерами мощностью: 96 (130) кВт (л.с.), 2 группа грунтов";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327125";"Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 1  (лишнего грунта";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327126";"Работа на отвале, группа грунтов: 1";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327127";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1 (отвозка  лишнего грунта )";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327128";"Раздел 2. Проезды с бортовым камнем БР100.30.15(Тип1)";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327129";"Установка бортовых камней бетонных";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327130";"Устройство покрытия толщиной 5 см из горячих асфальтобетонных смесей плотных мелкозернистых типа АБВ, плотность каменных материалов: 2,5-2,9 т/м3";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327131";"Устройство подстилающих и выравнивающих слоев оснований: из щебня";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327132";"Устройство подстилающих и выравнивающих слоев оснований из песчано-гравийной смеси, дресвы";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327133";"Раздел 3. Тротуары с бортовым камнем БР100.20.8 (Тип 2)";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327134";"Установка бортовых камней бетонных";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327135";"Устройство покрытий из брусчатки";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327136";"Устройство подстилающих и выравнивающих слоев оснований: из песка";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327137";"Устройство подстилающих и выравнивающих слоев оснований из песчано-гравийной смеси, дресвы";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327138";"Раздел 3. Отмостка";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327139";"Устройство асфальтобетонных покрытий дорожек и тротуаров однослойных из литой мелкозернистой асфальтобетонной смеси толщиной 3 см";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327140";"Устройство бетонной подготовки";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327141";"Раздел 4. Дождеприемный колодец-выгреб";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327142";"Разработка грунта в отвал экскаваторами ""драглайн"" или ""обратная лопата"" с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 2";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327143";"Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов: 2 (зачистка)";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327144";"Уплотнение грунта пневматическими трамбовками, группа грунтов: 1, 2";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327145";"Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 1";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327146";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327147";"Работа на отвале, группа грунтов: 1";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327148";"Устройство круглых дождеприемных колодцев для дождевой канализации из сборного железобетона диаметром 1,0 м с установкой антивандальной решётки в количестве 1 штуки";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327149";"Устройство основания: песчано-гравийная";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327150";"Устройство основания: щебеночного";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327151";"Раздел 5. Лоток - желоб  (33м.п.)";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327152";"Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов: 2";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327153";"Засыпка вручную траншей, пазух котлованов и ям, группа грунтов: 1";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327154";"Уплотнение грунта: щебнем";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327155";"Устройство основания: бетонного";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327156";"Армирование подстилающих слоев и набетонок";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327157";"Уплотнение деформационного шва прочими вертикальными уплотнениями: из досок";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327158";"Раздел 6. Ограждение";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327159";"Копание ям вручную без креплений для стоек и столбов с откосами глубиной до 1,5 м";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327160";"Засыпка вручную траншей, пазух котлованов и ям";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327161";"Уплотнение грунта: щебнем";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327162";"Устройство бетонной подготовки";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327163";"Изготовление и монтаж столбов ограждения. окрашенныхчёрной эмальюпо грунтовке";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2327164";"Изготовление и монтаж решеток ограждения. окрашенных чёрной эмалью  по грунтовке";"0";;"8504922";"7294833";"0";NULL;NULL;NULL
"2387756";"МФУ, производитель, модель";"0";;"8537418";"7328325";"0";NULL;NULL;NULL
"2389179";"Устройство оконных сливов";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389180";"Разборка деревянных заполнений проемов оконных с подоконными досками";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389181";"Установка в жилых и общественных зданиях оконных блоков из ПВХ профилей и поворотных (откидных, поворотно -откидных) с площадью проема более 2м2 трехстворчатых, в том числе  при наличии створок глухого остекления 
       ГОСТ &#150; 30674-99";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389182";"Установка блоков из ПВХ в наружных и внутренних дверных проемах балконных в каменных стенах";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389183";"Установка подоконных досок из ПВХ в каменных стенах толщиной свыше 0,51 м";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389184";"Облицовка оконных и дверных откосов декоративным бумажно-слоистым пластиком или листами  из синтетических материалов на клее";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389185";"Облицовка оконных и дверных откосов декоративным бумажно-слоистым пластиком или листами  из синтетических материалов на клее";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389186";"Ремонт лицевой поверхности наружных кирпичных стен при глубине заделки в 1 кирпич площадью в одном месте до 1 м2";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389187";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: 0,176расстояние перевозки 3 км; нормативное время пробега 0,439 час; класс груза 2";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389188";"Установка подоконных досок из ПВХ  в каменных стенах толщиной свыше 0,51 м";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389189";"Установка в жилых и общественных зданиях оконных блоков из ПВХ профилей глухих с площадью проема более 2 м2
       ГОСТ - 30674-99";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389190";"Установка в жилых и общественных зданиях оконных блоков  из ПВХ профилей глухих с площадью проема до 2 м2";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389191";"Установка в жилых и общественных зданиях оконных блоков из ПВХ профилей поворотных (откидных, поворотно-откидных) с площадью проема более 2 м2 одностворчатых  ГОСТ - 30674-99";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2389192";"Пробивка проемов в конструкциях из кирпича";"0";;"8537745";"7328795";"0";NULL;NULL;NULL
"2480139";"Разработка грунта в отвал экскаваторами «драглайн» или «обратная лопата» с ковшом вместимостью 0,4 (0,3-0,45) м3, группа грунтов 2";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480140";"Разработка грунта вручную с креплениями в траншеях шириной до 2 м, глубиной до 3 м, группа грунтов 2";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480141";"Зачистка дна траншеи вручную, группа грунтов 2";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480142";"Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 59 кВт (80 л.с.), группа грунтов 2";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480143";"При перемещении грунта на каждые последующие 5 м добавлять к расценке 01-01-033-02";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480144";"Разработка грунта вручную с креплениями в траншеях шириной до 2 м, глубиной до 2 м, группа грунтов 1";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480145";"Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480146";"Устройство основания под трубопроводы песчаного";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480147";"Укладка трубопроводов из полиэтиленовых труб диаметром 50 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480148";"Трубы напорные из полиэтилена низкого давления среднего типа, наружным диаметром 50 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480149";"Трубы напорные из полиэтилена высокого давления среднего типа, наружным диаметром 32 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480150";"Укладка трубопроводов из полиэтиленовых труб диаметром 100 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480151";"Трубы напорные из полиэтилена низкого давления среднего типа, наружным диаметром 110 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480152";"Труба ПЭ 100 SDR 11, наружный диаметр 110 мм (ГОСТ Р 50838-95)";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
"2480153";"Укладка трубопроводов из полиэтиленовых труб диаметром 150 мм";"0";;"8602316";"7388750";"0";NULL;NULL;NULL
