"lot_id";"tender_id";"name";"cost";"srcCost";"isDeleted";"lastCheckTime";"costPerUnit";"number";"unit";"region_id";"field_id";"company_id";"applyingAddress";"phase_id";"lotNumber"
"6164985";"4996254";"Право заключить муниципальный контракт на выполнение работ по строительству объекта «Теплосеть от ТК -15 по проспекту Димитрова до ТК - 48а по проспекту Ленина (теплосеть-перемычка) в городе Димитровграде Ульяновской области» в рамках реализации областной целевой программы «Развитие инженерной инфраструктуры Западного района города Димитровграда на 2010-2012 годы». ";"3485321.16";NULL;"0";"2015-06-30 02:40:46";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6181062";"4878778";"325ЭА-1-11 . Поставка масла сливочного для нужд ГУЗ Нижегородская областная клиническая больница им. Н.А. Семашко ";"1075900";NULL;"0";"2015-06-30 03:19:27";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6181957";"5008501";"открытый аукцион в электронной форме на право заключения государственного контракта на выполнение работ по разработке проектно-сметной документации на реконструкцию лабораторных помещений для создания лаборатории соответствующего уровня безопасности ";"28140000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6186472";"4873758";"Поставка продуктов питания (овощи консервированные) для обеспечения нужд подразделений Северо-Западного РК ВВ МВД России в 2011 году ";"3000000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6188029";"4872501";"Капитальный ремонт кровли жилых домов г.о. Сызрань. АЭ 012-11 ";"2400000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6189067";"4870334";"Право заключения муниципального контракта на выполнение работ по благоустройству территории Муниципального учреждения Парк культуры и отдыха «1 МАЯ» ";"1975309";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6215512";"5037544";"поставка картриджей для ГУ Самарской области «Служба эксплуатации зданий и сооружений» ";"1000000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6238394";"5057584";"Поставка автомобилей-самосвалов КАМАЗ (или эквивалент) в количестве 2-х штук для Государственного учреждения Самарской области «Служба транспортного обеспечения» ";"3706000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6238483";"5057614";"Поставка молока и молочной продукции во 2 квартале 2011 года для обеспечения текущей деятельности МУ «Централизованная бухгалтерия муниципальных дошкольных образовательных учреждений» ";"4342952";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6253420";"5073014";"проведение работ по смене покрытия пола, демонтажу металлических дверей, заделке ниш в общежитиях ";"2998520.36";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6274795";"5095841";"выполнение работ по ремонту ул. Королева в г. Красноярске ";"4215195.08";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6275727";"5096088";"Поставка продуктов питания (говядина) ";"1680000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6275854";"5096196";"Выполнение работ по ремонту ул.Семафорной в Свердловском районе г.Красноярска ";"19408161.77";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6275857";"5096201";"Выполнение работ по капитальному ремонту гидросооружений на р. Бугач г.Красноярска ";"5650293.12";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6298685";"5119852";"Поставка молочных продуктов питания для детей в возрасте до 2-х лет для нужд МУЗ «Детская городская больница №13» ";"2218200";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6305173";"5129555";"Ремонт ул. Монтажников в г. Красноярске ";"8578811.55";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6326554";"5147886";"Техническое обслуживание и восстановительный ремонт пожарно-охранной и охранной сигнализации. ";"1800000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6346138";"5168332";"Право заключить муниципальный контракт на выполнение работ по строительству объекта « Хозфекальная канализация от колодца К24 /1 по улице Менделеева до здания №213 по улице Промышленной в городе Димитровграде Ульяновской области, в рамках реализации областной целевой программы «Развитие инженерной инфраструктуры Западного района города Димитровграда на 2010-2012 годы». ";"35496550";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6351429";"5170739";"Поставка масла сливочного во 2 квартале 2011 года для обеспечения текущей деятельности МУ «Централизованная бухгалтерия муниципальных дошкольных образовательных учреждений» ";"1414407";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6382583";"5199508";"на право заключить муниципальный контракт на проектно-изыскательские работы и разработку проектно-сметной документации «Газопровод высокого давления к территории комплексной малоэтажной застройки ул.65 лет Победы в с.Починки Нижегородской области» ";"2583455";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6385313";"5202103";"Капитальный ремонт подъездов жилых домов. АЭ 030-11 . ";"1303000";NULL;"1";"2015-06-30 00:33:29";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6388851";"5205459";"Поставка молочной продукции для нужд муниципальных дошкольных образовательных учреждений г.Дзержинска ";"2828854.5";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6389577";"5206307";"Поставка овощей свежих для Государственного учреждения здравоохранения «Самарская областная туберкулезная больница» ";"1290575";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6398020";"5213355";"Выполнение работ по реконструкции водонапорной башни и водопроводных сетей протяженностью 3,5 км в Гагинского района Нижегородской области ";"6355866";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6400632";"5216599";"Выполнение работ по реконструкции водонапорной башни и водопроводных сетей протяженностью 511,5 м. в с. Юрьево Гагинского района Нижегородской области ";"1744556";NULL;"1";"2015-06-30 00:21:56";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6402974";"5217987";"Выполнение работ по реконструкции водонапорной башни и водопроводных сетей протяженностью 540,0 м. в с.Никольское Гагинского района Нижегородской области ";"1657970";NULL;"1";"2015-06-30 00:20:52";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6403010";"5218021";"Выполнение ремонтных работ в здании Муниципального дошкольного образовательного учреждения д/с №8 «Звёздочка» в рамках областной целевой программы «Увеличение количества мест в дошкольных образовательных учреждениях Нижегородской области за счет выполнения работ по ремонту и оснащению оборудованием не полностью используемых помещений» на 2011 год ";"1130479";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6404204";"5220247";"оказание услуг по сервисному обслуживанию систем пожарной сигнализации, речевому оповещению, дымоудалению и пожаротушению для ГУК «Самарский академический театр оперы и балета» ";"3003030";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6409106";"5226234";"Капитальный ремонт жилого дома №33 ул. Юрубченская с. Байкит ";"1835955";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6419598";"5242197";"поставка организационной техники для Государственного учреждения Самарской области «Служба эксплуатации зданий и сооружений» ";"1240000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6419601";"5242198";"поставка вычислительной техники для Государственного учреждения Самарской области «Служба эксплуатации зданий и сооружений» ";"1260000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6428911";"5253512";"АЭ 085-11 . Поставка и монтаж детских площадок во дворах жилых домов ";"1151000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6429249";"5253633";"Выполнение работ по завершению строительства 5 этажного многоквартирного жилого дома в микрорайоне Прибрежный г.Бор Нижегородской области. ";"64180950";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6455923";"5278132";"Поставка скоросшивателей в соответствии с частью II аукционной документации ";"2800000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6503511";"5323370";"Выполнение работ по строительству водозаборной скважины, водонапорной башни и магистрального водовода в с. Б-Рудка Шарангского района Нижегородской области ";"40707322";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6510753";"5326961";"Газоснабжение жилого фонда по ул.Нагорная, Завражная , Заречная, в с. Карабатово Большемурашкинского района Нижегородской области ";"3292270";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6513239";"5327722";"Открытый аукцион электронной форме только для субъектов малого предпринимательства на право заключения муниципального контракта по выполнению работ на объекте внутрипостроечного титульного списка 2011 года ЗАТО Железногорск «Развитие ПКиО им.С.М. Кирова», № 2011-03 ";"1037307";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6513946";"5328407";"Открытый аукцион электронной форме только для субъектов малого предпринимательства на право заключения муниципального контракта по выполнению работ на объекте внутрипостроечного титульного списка 2011 года ЗАТО Железногорск «Капитальный ремонт внутриквартальных территорий» (придомовая территория жилых домов по ул.Ленина, д. 6, д. 8, ул.Советская, д. 14), аукцион № 2011-05 ";"2274395.72";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6514590";"5329039";"выполнение работ по капитальному ремонту вновь открываемой группы в муниципальном бюджетном дошкольном образовательном учреждении «Детский сад № 178 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому направлению развития детей» ";"1144000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6517109";"5332444";"выполнение работ по капитальному ремонту вновь открываемой группы в муниципальном бюджетном дошкольном образовательном учреждении «Центр развития ребенка - детский сад № 254» ";"1365000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6521286";"5336945";"Открытый аукцион электронной форме только для субъектов малого предпринимательства на право заключения муниципального контракта по выполнению работ на объекте внутрипостроечного титульного списка 2011 года ЗАТО Железногорск «Капитальный ремонт внутриквартальных территорий» (придомовая территория жилого дома по ул.Октябрьская, д. 45), аукцион № 2011-04 ";"1015669.66";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6531527";"5349807";"Выполнение работ по строительству объекта ""Бизнес-инкубатор"" расположенного по адресу: г.Бор Нижегородской области, ул. Слободская, участок 1""а"" ";"52476071";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6543094";"5357276";"Выполнение работ по капитальному ремонту санитарных узлов в муниципальном бюджетном образовательном учреждении «Средняя общеобразовательная школа № 76». ";"1265214";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6545636";"5360092";"Выбор подрядной организации для осуществления работ по реконструкции водоснабжения в д. Ломы, д. Михайлово , д. Минеево и с. Семёново Уренского района Нижегородской области ";"53786625";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6551781";"5366620";"Ремонт здания муниципального образовательного учреждения Первомайской средней общеобразовательной школы г. Первомайска Нижегородской области. Замена оконных блоков ";"2950946";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6562838";"5380120";"АЭ 019-11 . Капитальный ремонт кровли жилого дома № 3 по пр. Гагарина ";"1050000";NULL;"1";"2015-06-29 23:21:31";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6572404";"5385990";"Выполнение проектно - изыскательских работ по объекту «Реконструкция здания по ул. Аэровокзальная , 6а » ";"6500000";NULL;"1";"2015-06-29 23:17:05";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6669866";"5485095";"Отбор финансовых организаций на оказание финансовых услуг по предоставлению кредитов на финансирование дефицита бюджета города Пензы и погашение долговых обязательств Предмет контракта: Предоставление кредитных ресурсов на срок 365 дней путем открытия кредитной линии с лимитом выдачи 150 000 000 (Сто пятьдесят миллионов) рублей ";"11250000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6670594";"5485322";"Выполнение работ по капитальному ремонту гидротехнических сооружений на р. Суэтук в с. Нижний Суэтук , Ермаковского района, Красноярского края ";"9689000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6670622";"5485340";"Открытый аукцион в электронной форме на право заключить муниципальный контракт на строительство объекта «Водопровод д. Мурзино Сокольского района Нижегородской области». ";"16983671";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6679432";"5489527";"Открытый аукцион в электронной форме на право заключить муниципальный контракт на выполнение ремонтных работ здания МДОУ детский сад № 2 по адресу: Нижегородская область, р.п. Сокольское , ул. Гагарина, д. 6. ";"2184428";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6684091";"5493254";"Выполнение работ по ремонту автодороги по ул. Терешковой с выходом на ул. Кооперативная д.№50 в г. Первомайск Нижегородской области ";"1917289";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6698351";"5508050";"Выполнение работ по ремонту бани и кровли в СОЛ «Чайка» ";"1602725.56";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6701596";"5512964";"Выполнение работ по ремонту автодороги по ул. Новикова в г. Первомайск Нижегородской области ";"1723014";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6701647";"5513011";"Выполнение работ по капитальному ремонту помещений муниципального учреждения Похвистневская центральная районная больница города и района в зданиях по ул. Мира, 2а и ул. Буденного , 8. ";"1145140";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6716182";"5529752";"Выполнение работ по устройству полов из керамического гранита для нужд МУЗ «Городская больница №4» ";"2504414";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6748027";"5559937";"Открытый аукцион электронной форме только для субъектов малого предпринимательства на право заключения муниципального контракта по выполнению работ на объекте внутрипостроечного титульного списка 2011 года ЗАТО Железногорск «Капитальный ремонт здания по адресу ул.Ленина, 39», аукцион № 2011-12 . ";"1094418.14";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6771719";"5584333";"Выполнение работ по ремонту путей эвакуации (холл, коридор) здания муниципального унитарного казенного предприятия «Общежитие городского округа Похвистнево Самарской области» ";"1729480";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6774706";"5587453";"Выполнение работ по монтажу системы автоматической пожарной сигнализации и оповещения людей о пожаре в здании блока «В» главного корпуса МЛПУЗ «Городская больница №20» в течение 2011 г. ";"3493019";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6779465";"5591152";"оказание услуг по сервисному обслуживанию систем электроснабжения для ГУК «Самарский академический театр оперы и балета» ";"1979100";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6779489";"5591164";"Замена ветхой электропроводки МОУ Первомайской СОШ по ул. Мочалина , 11 в г. Первомайске, Нижегородской области ";"1291523";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6783982";"5598513";"Открытый аукцион электронной форме на право заключения муниципального контракта по выполнению работ на объекте внутрипостроечного титульного списка 2011 года ЗАТО Железногорск «Реконструкция проспекта Ленинградский», аукцион № 2011-02 . ";"35251540.66";NULL;"1";"2015-06-29 21:28:37";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"6784480";"5599849";"Выполнение работ по ремонту полов в стационаре МУЗ « Детская городская больница №13» ";"1056325.23";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6802883";"5613960";"поставка молока и молочных продуктов для ГУЗ Самарской области «Тольяттинский психоневрологический диспансер» ";"1160000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6818658";"5629396";"№ ЭА 354/11 «Выполнение строительно-монтажных работ, пусконаладочных работ и приобретение монтируемого оборудования по объекту: «Визит-центр» природного парка « Ергаки » Ермаковского района Красноярского края» ";"45023460";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6821463";"5634914";"Определение подрядной организации на выполнение работ по капитальному ремонту 4-го, 5-го отделений для государственного учреждения Самарской области « Больше-Раковский пансионат для инвалидов (дом-интернат для психических больных)» ";"4965100";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6822702";"5636452";"выполнение работ по капитальному ремонту здания структурного подразделения МОУ Староаманакской СОШ Похвистневского района по адресу: Самарская область, Похвистневский район, с.Старый Аманак , ул. Козлова , 1 для министерства образования и науки Самарской области ";"2500000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6844066";"5655605";"Выполнение комплекса работ по созданию геодезической разбивочной основы (ГРО) по объекту: Реконструкция автомобильной дороги ""Вилюй"", строящейся от автомобильной дороги М-53 ""Байкал"" через Братск, Усть-Кут, Мирный до Якутска в Республике Саха (Якутия), на участке км 44+000 - км 55+600. ";"3955790";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6844077";"5655608";"Выполнение комплекса работ по созданию геодезической разбивочной основы (ГРО) по объекту: Реконструкция автомобильной дороги ""Вилюй"", строящейся от автомобильной дороги М-53 ""Байкал"" через Братск, Усть-Кут, Мирный до Якутска в Республике Саха (Якутия), на участке км 16+000 - км 26+000 ";"3714580";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6858570";"5672916";"Поставка библиотечных RFID -тегов и RFID -карт читателя для системы учета работы на основе технологии радиочастотной идентификации ( RFID ) для Государственного учреждения культуры «Самарская областная универсальная научная библиотека» ";"2250000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6862762";"5676783";"Поставка расходных материалов для компьютерной техники и оргтехники для ГУЗ «Самарский областной клинический онкологический диспансер» ";"2052286";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6878982";"5690705";"Капитальный ремонт водосброса водохранилища на ручье Таракан у с.Верхняя Уря Ирбейского района ";"14064900";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6883704";"5695241";"монтаж автоматической охраной-пожарной сигнализации и системы оповещения при пожаре зданий и сооружений МВД по РД ";"8099790";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6884243";"5695241";"монтаж автоматической охраной-пожарной сигнализации и системы оповещения при пожаре зданий и сооружений МВД по РД ";"8099790";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"6920498";"5731059";"Выполнение работ по замене дверей на путях эвакуации на противопожарные огнестойкостью EI-60 в жилом корпусе здания государственного учреждения Самарской области «Тольяттинский пансионат для ветеранов труда» ";"1108084";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
